shabby	∫ǽbi
glossy	glάsi
glossiness	glάsinis
glossmeter	glάsmìʒtər
glottic	glάtik
glottis	glάtis
glottal	glάtl
glauber	glάubər
glower	glάuər
gloweringly	glάuəri∫li
glasnost	glάʒʒsnət
glairy	glέəri
glaireous	glέəriəs
glumpy	glλmpi
gluttonize	glλtənàiz
glutton	glλtn
glovemoney	glλvmλni
gump	gŋmp
gustavus	gŋstéivəs
goldem	góldəm
goldwork	góldwə̀ʒrk
goldthread	góldθrèd
go	gou
gogh	gou
gauche	gou∫
gaucherie	gòu∫əíʒ
goshen	góu∫ən
gauchiste	gou∫íst
gauchist	góu∫ist
gosho	goú∫òu
goa	góua
goby	góubài
goby	góubài
gobi	góubi
gobetween	góubitwìn
gobo	góubou
goad	goud
godown	góudàun
godown	góudàun
goldbeater	góudbìʒtər
godet	goudét
godetia	goudét
godevil	góudèvəl
godfather	góudfàʒʒər
godforsaken	góudfərsèikən
godfearing	góudfiəriŋ
godgiven	góudgivən
godhead	góudhèd
godking	góudkìŋ
godman	góudmæ̀n
godmother	góudmλʒər
godsend	góudsènd
godsent	góudsènt
godspeed	goudspíʒd
godson	góudsλn
godardian	goudάərdiən
goa	góuə
goahead	góuəhèd
goaheadism	góuəhèdizm
goer	góuər
moviegoer	góuər
picturegoer	góuər
goaround	góuəràund
gofer	góufər
gopher	góufər
gauguin	gougǽŋ
gogetter	góugétər
gogetting	góugétiŋ
gogol	góugəl
gogo	góugòu
goaheadativeness	góuhédətivnis
going	góuiŋ
going	góuiŋ
towingline	góuiŋlàin
goingover	gouiŋoubər
goingtovisit	góuiŋtəvízit
goingson	gouiŋzάn
goitalone	góuitəlóun
gokart	góukàərt
gocart	góukàʒrt
goal	goul
gold	gould
gold	gould
goldbeating	góuldbìʒtiŋ
glodbrick	góuldbrìk
goldenager	góuldéidʒər
golden	góuldən
goldenrod	góuldənràd
goldfish	góuldfì∫
goldfilled	góuldfìld
goldfield	góuldfìʒld
goldie	góuldi
goldding	góuldìg
goldilocks	góuldilàks
golding	góuldiŋ
goldsmith	góuldsmìθ
goldfinch	góulfint∫
gaullism	góulizm
goliard	góuljərd
goliardery	gouljάərdəri
golong	góulɔ́ʒŋ
goalpost	goulpòust
goaltender	goultèndər
gomer	góumær
goma	góumə
gonad	góunæd
gonadal	góunædl
gonna	góunə
gonogo	góunóugòu
gooff	góuɔ̀ʒf
goslow	góuslóu
ghost	goust
ghost	goust
ghost	goust
ghostdom	góustdəm
ghostlike	góustlàik
ghostly	góustli
ghostliness	góustlinis
ghostwrite	góustràit
goat	gout
goatbeard	góutbìərd
gotomeeting	góutəmíʒtiŋ
goatherd	góuthə̀ʒrd
goaty	gouti
goatish	góuti∫
goatee	goutíʒ
goatling	góutliŋ
goatsbeard	góutsbìərd
goatskin	goutskin
goatsucker	góutsʌkər
goofoff	góʒfɔ́ʒf
gorbachec	gɔ́ərbət∫ɔ̀f
gorblimey	gɔ́ərblàimi
garda	gɔ́ərdə
gordon	gɔ́ərdn
gorgio	gɔ́ərf∫ou
gorgoneion	gɔ́ərgənàion
gorgonize	gɔ́ərgənàiz
gorgonian	gɔ́ərgóuniən
gorhen	gɔ́ərhén
gork	gɔərk
gorcock	gɔ́ərkàk
gormless	gɔ́ərmlis
grop	gɔərp
goidelic	gɔidélik
goya	gɔ́iə
goyish	gɔ́ii∫
goiter	gɔ́itər
goitrogen	gɔ́itrədʒin
goitrous	gɔ́itrəs
gone	gɔn
gone	gɔn
gaunt	gɔnt
gantlet	gɔ́ntlit
gauntlet	gɔ́ntlit
gauntlet	gɔ́ntlit
gaud	gɔʒd
gaudily	gɔ́ʒdəli
gaudery	gɔ́ʒdəri
gaudy	gɔ́ʒdi
gaudy	gɔ́ʒdi
gault	gɔʒit
gawk	gɔʒk
gawky	gɔ́ʒki
gawkish	gɔ́ʒki∫
gall	gɔʒl
gaul	gɔʒl
gallfly	gɔ́ʒlflài
galling	gɔ́ʒliŋ
gaulist	gɔʒlist
gallnut	gɔ́ʒlnλt
gallstone	gɔ́ʒlstòun
galways	gɔ́ʒlweiz
galsworthy	gɔ́ʒlzwə́ʒrʒi
gauntry	gɔ́ʒntri
gawp	gɔʒp
gore	gɔʒr
gore	gɔʒr
gore	gɔʒr
gourd	gɔʒrd
gourde	gɔʒrd
gorgon	gɔ́ʒrdgən
gordianknot	gɔ́ʒrdiən
gorge	gɔʒrdʒ
gorge	gɔʒrdʒ
gorgein	gɔ́ʒrdʒəin
gorgeous	gɔ́ʒrdʒəs
gorget	gɔ́ʒrdʒit
goral	gɔ́ʒrəl
gorgonzola	gɔ́ʒrgənzoulə
gormand	gɔ́ʒrmənd
gorse	gɔʒrs
ghat	gɔʒt
gauze	gɔʒz
gauzy	gɔʒzi
granulation	gr`njuléi∫ən
groundtoair	graandtuέər
grab	græb
grab	græb
grabby	græbbi
graben	græbən
grabber	græbər
grabhook	græbhùk
grabble	græbl
grad	græd
graduand	grǽd∫uænd
gradate	grædéit
graduation	græ̀dʒuéi∫ən
graduator	græ̀dʒuéi∫ər
graduate	grǽdʒuèit
graduate	grǽdʒuèit
gradual	grǽdʒuəl
gradually	grǽdʒuəli
gradualist	grǽdʒuəlist
gradualism	grǽdʒuəlzəm
graduate	grǽdʒuìt
graduate	grǽdʒuìt
graduated	grǽdʒuìtid
graph	græf
graph	græf
graphite	grǽfait
gratified	grǽfəfàid
graphomaniac	græ̀fəméiniæ̀k
graphomania	græ̀fəméiniə
graphicacy	grǽfəsi
graphoscope	grǽfəskòup
graphotype	grǽfətàip
graphy	grǽfi
graphic	grǽfik
graphicate	grǽfikət
graphics	grǽfiks
grapping	græfiŋ
graphitic	græfítik
grapheme	grǽfiʒm
graphemics	græfíʒmiks
graffiti	græfíʒtiʒ
graphotherapy	græ̀fouθérəpi
graft	græft
graftage	græftid∫
graphology	græfάlədʒi
graphologist	græfάlədʒist
grabchus	grækəs
grackle	grækl
gram	græm
gramme	græm
grammer	græm
gramma	grǽmæ
grama	grǽmə
gramophone	grǽməfòun
graminaceous	grǽmənèi∫əs
grammar	grǽmər
gramarye	grǽməri
grammarian	grǽməriən
grammarless	grǽmərlis
gramicidin	grǽməsάidn
grammy	grǽmi
grammolecular	grǽmmələ̀kjulər
gramnegative	grǽmnégətiv
grampus	grǽmpəs
grampian	grǽmpiən
gramcentimeter	græmséntəmìʒtər
grammalog	græmέəlɔ̀ʒg
gran	græn
grand	grænd
grandad	græ̀ndǽd
grandam	græ̀ndǽm
grandaunt	græ̀ndǽnt
granddad	grænddæ̀d
grandducal	grænddjúʒkəl
grandmother	grǽnddmλʒər
granddaughter	grænddɔ̀ʒtər
grandiflora	græ̀ndəflɔ́ʒrə
grandfather	grǽndfàʒʒər
grandiloquence	grændíləkwəns
grandiloquent	grændíləkwənt
grandiose	grǽndiòus
grandee	grændíʒ
grandiosity	græ̀ndiάsəti
grandly	grǽndli
grandma	grǽndmàʒ
grandnephew	grǽndnèfjuʒ
grandness	grǽndnis
grandniece	grǽndnìʒs
grandpa	grǽndpàʒ
grandparent	grǽndpɛərənt
grandsire	grǽndsàiər
grandstand	grǽndstæ̀nd
grandson	grǽndsλn
grandchild	grǽndt∫àild
grandetoilette	grændtwaʒlét
grandeur	grǽndʒər
granduncle	grǽndλŋkl
granadero	grǽnədílə
granolith	grǽnəlìθ
granolithic	græ̀nəlíθik
granary	grǽnəri
granivore	grǽnəvɔ̀ər
graniferous	grǽnifərəs
granite	grǽnit
granitic	grǽnitik
granitoid	grǽnitɔ̀id
graniteware	grǽnitwɛər
granulate	grǽnjəlèit
granulated	grǽnjəlèit
granulative	grǽnjulèitiv
granular	grǽnjulər
grannularity	græ̀njulə́rəti
granuloma	græ̀njulóumə
granulose	grǽnjulòus
granulocyte	grǽnjulousàit
granule	grǽnjuʒl
graminivorous	grǽnməníværəs
grant	grænt
grant	grænt
grant	grænt
granter	grǽntər
grantor	grǽntər
grantinaid	grǽntinéid
grantee	græ̀ntíʒ
grantsman	grǽntsmən
grapple	grǽpəl
grapple	grǽpəl
grapple	grǽpəl
grappling	grǽpliŋ
grappler	grǽplr
grapnel	grǽpnl
gras	græs
grass	græs
grass	græs
grassblade	grǽsblèid
gracile	grǽsəl
gracilty	grǽsələti
gracilis	grǽsəlis
grassgreen	græsgríʒnʒ
grassgrown	græsgróun
grasshopper	græshàpər
grassy	grǽsi
grassygreen	grǽsigríʒm
grassiness	grǽsinis
grasseater	grǽsìʒtər
grassland	grǽslæ̀nd
grassless	grǽslis
grasp	græsp
grasp	græsp
grassplot	grǽsplàt
grassroots	grǽsrùʒts
grasswork	grǽssə̀ʒrk
grasstex	grǽsteks
gratulation	græ̀t∫əléi∫ən
gratulate	grǽt∫ulèit
gratulant	grǽt∫ulənt
gratulatory	grǽt∫ulətɔ̀ʒri
gratify	grǽtəfài
gratification	græ̀təfikéi∫ən
gratitude	grǽtətjùʒd
graticule	grǽtfəlnis
gratin	grǽtn
gravel	grǽvəl
gravelstone	grǽvəlstòun
gravisphere	grǽvəsfìər
graviton	grǽvətàn
gravitation	græ̀vətéi∫ən
gravitational	græ̀vətéi∫nəl
gravitate	grǽvətèit
gravitate	grǽvətèit
gravitative	grǽvətèitiv
gravity	grǽvəti
gravid	grǽvid
gravidity	grævídəti
gravimetry	grævímətri
grog	grag
gride	graid
grime	graim
grind	graind
grind	graind
grind	graind
gripe	graip
gripe	graip
gripe	graip
granadilla	grànədílə
grot	grat
growl	graul
ground	graund
ground	graund
ground	graund
groundbreaker	graundbrèikər
groundbreaking	graundbrèikiŋ
groundtoground	graundgəgrάund
groundcherry	graundt∫èri
grout	graunt
grouse	graus
grouse	graus
grout	graut
grouch	graut∫
grouch	graut∫
groychy	graut∫
graf	graʒf
grazioso	gràʒtsióusou
graves	graʒv
gresham	gré∫əm
grenadine	grèədíʒnʒ
grenadine	grèədíʒnʒ
gregory	grégəri
gray	grei
gray	grei
grey	grei
gracious	gréi∫əs
graciously	gréi∫əsli
grayout	gréiàut
graybeard	greibìərd
greybeard	gréibìərd
grade	greid
grade	greid
grade	greid
gradation	greidéi∫ən
gradational	greidéi∫ənəl
grader	gréidər
gradus	gréidəs
gradient	gréidiənt
gradienter	gréidiəntər
gradin	gréidin
gradely	gréidli
grademake	gréidmάərk
graham	gréiəm
grayfish	gréifì∫
grayhound	greihaund
greyhound	gréihàund
grayhead	greihédid
greyheaded	gréihédid
grayheaded	greihέəd
grayhaired	greihέərd
greyish	gréii∫
graycollar	gréikàlər
grail	greil
graylag	greilæ̀g
greylag	gréilæ̀g
grayly	gréili
graying	gréilinŋ
grayling	greiliŋ
greyling	gréiliŋ
grain	grein
grain	grein
grained	greind
grange	greindʒ
grangerize	greindʒəràiz
grangerism	greindʒərìzm
grainer	gréinər
grainfield	gréinfíʒld
grainy	gréini
graining	gréiniŋ
grayness	gréinis
grainsick	gréinsìk
grains	greinz
grape	greip
grapeshot	gréip∫àt
grapery	gréipəri
grapefruit	gréipfrùʒt
grapy	gréipi
grapevine	gréipvàin
grace	greis
grace	greis
greycing	gréisiŋ
graceless	gréislis
graystone	gréistòun
grate	greit
grate	greit
grate	greit
great	greit
greataunt	gréitæ̀nt
greater	greitər
grateful	gréitfəl
gratefully	gréitfəli
gratefulness	gréitfəlnis
greatgranddaughter	greitgfǽnddɔ̀ʒtər
greatgrandfather	greitgfǽndfàʒʒər
greatgrandmother	greitgfǽndmλʒər
greatgrandparent	greitgfǽndpɛərənt
greatgrandson	greitgfǽndsλn
greatgrandchild	greitgfǽndt∫àild
greathearted	greithάʒrtid
grating	gréitiŋ
grating	gréitiŋ
gratis	gréitis
greatcoat	greitkòut
greatly	gréitli
greaten	gréitn
greatnephew	gréitnèfjuʒ
greatness	gréitnis
greatniece	gréitnìʒs
greatpowerism	gréitpàuərizm
greatuncle	gréitλŋkl
grave	greiv
grave	greiv
grave	greiv
grave	greiv
grave	greiv
grayback	gréivæ̀k
gravelblind	greivblàind
gravedigger	gréivdìgər
graven	gréivən
graven	gréivən
graver	gréivər
gravy	gréivi
graybeard	gréivìərd
graveless	gréivlis
gravestone	gréivstòun
graywacke	gréiwæ̀kə
graywacker	gréiwɔ̀kr
graze	greiz
graze	greiz
graser	gréizər
grazer	gréizər
grazing	gréiziŋ
greige	greiʒ
grazier	gréiʒər
grazery	gréiʒəri
gremlin	grémlin
grenadier	grènədíər
gressorial	gresɔ́ʒriəl
gretchen	grét∫ən
"gretna	green"	grétnə
grammaticize	grəǽtəsàiz
graffito	grəfíʒtou
grammaticism	grəmǽtəsìzm
grammaticality	grəmǽtikæ̀ləti
grammatcal	grəmǽtikəl
gramercy	grəmə́ʒrsi
grenade	grənéid
granivorous	grənívərəs
grenoble	grənóubl
granola	grənóulə
granada	grənάʒda
gratuitous	grətjúʒətəs
gratuity	grətjúʒəti
gravamen	grəvéimən
gravimeter	grəvímitər
gravure	grəvjúər
gribble	gríbl
grid	grid
grid	grid
gridiron	gridàiərn
gridder	grídər
griddle	gridl
gridlock	grídlàk
griff	grif
griffon	grífən
gryphon	grífən
griff	griffin
griffin	grifin
grift	grift
grifter	gríftər
grig	grig
grig	grig
gregorian	grigɔ́ʒriən
gregarious	grigέəriəs
grill	gril
grill	gril
grill	gril
grille	gril
grilled	grild
grillage	grílidʒ
grilse	grils
grillwork	grílwə̀ʒrk
grim	grim
grimm	grim
grimalkin	grimǽlkin
grimace	gríməs
grimly	grímli
grimness	grímnis
grin	grin
grinandbearit	grínəndbέərìt
greenwich	grínidʒ
gringo	gríŋgou
grip	grip
grip	grip
grip	grip
grippe	grip
gripper	grípər
gripy	grípi
gripping	grípiŋ
gripman	grípmən
gripsack	grípsæ̀k
gript	gript
griskin	grískin
gristle	grísl
gristly	grísli
grist	grist
grist	grist
grit	grit
grit	grit
gritless	grítlis
grits	grits
gritstone	grítstòun
grieve	griv
grievance	grívəns
grievous	grívəs
grivet	grívit
griselda	grizéldə
grisette	grizét
grizzle	grizəl
griseous	gríziəs
grizzled	grízld
grisly	grízli
grizzly	grízli
grison	grízn
grecian	gríʒ∫ən
greaves	griʒb
grebe	griʒb
greed	griʒd
greedy	griʒdi
greedyguts	gríʒdigλts
greedily	gríʒdili
greediness	gríʒdinis
grief	griʒf
griefstricken	gríʒfstrìkən
grieg	griʒg
greedygree	gríʒgrìʒ
grigri	gríʒgrìʒ
grisgris	gríʒgrìʒ
graeae	gríʒiʒ
greek	griʒk
greekless	gríʒklis
grecoroman	grìʒkouróumən
gremial	gríʒmiəl
greenshank	gríʒn∫æ̀ŋk
greenback	griʒnbæ̀k
greenbelt	gríʒnbèlt
greenblind	gríʒnblàind
greenery	griʒnəri
greenfinch	griʒnfint∫
greenfield	griʒnfiʒld
greengage	griʒngèidʒ
greengill	griʒngil
greenheart	griʒnhàərt
greenhouse	griʒnhàus
greenhorn	griʒnhɔ̀ʒrn
greenie	gríʒni
greeny	gríʒni
greenish	gríʒni∫
greening	gríʒniŋ
greenyard	gríʒnjàərd
greenlining	gríʒnlàiniŋ
greenland	gríʒnlənd
greenlander	gríʒnləndər
greenly	gríʒnli
greenlet	gríʒnlit
greenmail	gríʒnmèil
greenness	gríʒnnis
greenpeace	gríʒnpìʒs
greensand	gríʒnsæ̀nd
greensick	gríʒnsìk
greenness	gríʒnsìkəss
greenstone	gríʒnstòun
greenstuff	gríʒnstλf
greensward	gríʒnswɔ̀ʒrd
greenway	gríʒnwèi
greenweed	gríʒnwíʒd
greenwood	gríʒnwùd
greenkeeper	gríʒnzkìʒpər
green	griʒnʒ
green	griʒnʒ
green	griʒnʒ
greene	griʒnʒ
greenass	gríʒnʒæ̀s
greeneyed	griʒnʒàid
greener	gríʒnʒəri
griot	gríʒou
grease	griʒs
grease	griʒs
greece	griʒs
graeize	gríʒsaiz
greaseback	gríʒsbæ̀k
greasebox	gríʒsbàks
greaseball	gríʒsbɔ̀ʒl
greasebush	gríʒsbù∫
greasy	griʒsi
greasily	gríʒsili
graecism	gríʒsizm
greaseproof	griʒsprúʒf
greasewood	gríʒswùd
greet	griʒt
greeter	griʒtər
greeting	griʒtiŋ
greave	griʒv
grieve	griʒv
grieved	griʒvd
griever	gríʒvər
greaved	griʒvz
greaser	gríʒzər
grith	griθ
grow	grou
grow	grou
groschen	gróu∫ən
grotius	gróu∫iəs
grobian	gróublən
grower	gróuər
grosgrain	gróugrèin
growing	grouiŋ
growing	grouiŋ
grolier	gróuliər
groan	groun
grown	groun
groaner	gróunər
groaningly	gróuniŋli
grope	group
groper	gróupər
groping	gróupiŋ
gropingly	gróupiŋli
gross	grous
gross	grous
grossout	gróusàut
grosbeak	gróusbìʒk
grocer	gróusər
grocery	gróusəri
groceryman	gróusərimən
groceteria	gròusətiəriə
grossly	gróusli
grossness	gróusnis
groat	grout
grotesque	groutésk
grotesque	groutésk
groaty	gróuti
grove	grouv
grovy	gróuvi
growth	grouθ
grownup	gróuλp
grubber	grɔ́bər
grubsaw	grɔ́bsɔ̀ʒ
groin	grɔin
groyne	grɔin
groining	grɔ́iniŋ
grew	gruʒ
gruel	grúʒəl
grueling	grúʒəliŋ
gruyere	gruʒjέər
groom	gruʒm
groom	gruʒm
grume	gruʒm
grumous	grúʒməs
grumose	grúʒmous
group	gruʒp
group	gruʒp
groupuscule	grúʒpəskjùʒl
groupie	grúʒpi
groupthink	grúʒpθìŋk
grewsome	grúʒsəm
gruesome	grúʒsəm
groove	gruʒv
grooved	gruʒvd
groovy	grúʒviʒ
grub	grʌb
grub	grʌb
grudge	grʌdʒ
grudge	grʌdʒ
gruff	grʌf
grum	grʌm
grump	grʌmp
grunt	grʌnt
grunt	grʌnt
gruffly	grʌpli
grogshop	grάg∫ap
groggery	grάgəri
groggy	grάgi
grogram	grάgrəm
grimy	grάimi
griminess	grάiminis
grinder	grάindər
grindery	grάindəri
grinding	grάindiŋ
grinding	grάindiŋ
grindstone	grάindstòun
grommet	grάmit
grotto	grάtou
grotoed	grάtoud
growler	grάulər
growling	grάuliŋ
groundage	grάund
groundsheet	grάund∫ìʒt
groundout	grάundàut
grounding	grάunddiŋ
grounder	grάundər
groundfish	grάundfi∫iŋ
groundfishing	grάundfi∫iŋ
grounded	grάundid
groundkeeper	grάundkìʒpər
groundly	grάundli
groundling	grάundliŋ
groundless	grάundlis
groundman	grάundmæ̀n
groundnut	grάundnλt
groundplot	grάundplàt
groundprox	grάundpràks
groundsel	grάundsəl
groundsel	grάundsəl
groundsill	grάundsìl
groundstrafe	grάundstrèif
groundwork	grάundwə̀ʒrk
groundsman	grάundzmən
graupel	grάupəl
grouty	grάuti
grovel	grάvəl
grappa	grάʒpaʒ
grubby	grλbi
grubstake	grλbstèik
grubstaker	grλbstèikər
grudging	grλdʒiŋ
gruffy	grλfi
gruffish	grλfi∫
grumbler	grλmbər
grumble	grλmbl
grumble	grλmbl
grumbly	grλmbli
grumbling	grλmbliŋ
grumdy	grλmdi
grummet	grλmit
grumpy	grλmpi
grungy	grλndʒi
grunion	grλnjən
gruntandgroan	grλntəngróun
grunter	grλntər
gruntle	grλntl
gruntled	grλntld
gruntling	grλntliŋ
glare	gtɛər
glare	gtɛər
glare	gtɛər
good	gud
good	gud
goofball	gúdbɔ̀ʒl
goodnatured	gúdéit∫ərd
goodfellowship	gúdfelou∫ìp
goodfornaught	gúdfərnɔ́ʒt
goodfornothing	gúdfərnλθiŋ
goodygoody	gudgúdi
goodie	gúdi
goody	gúdi
goody	gúdi
goodish	gúdi∫
goodiness	gúdinis
goodconditioned	gudkəndí∫ənd
goodly	gúdli
goodliness	gúdlinis
goodlooking	gúdlúkəiŋ
goodlooker	gúdlúkər
goodman	gúdmən
goodmorning	gúdmɔ̀ərniŋ
goodness	gúdnis
goodsize	gúdsάizd
goodtempered	gúdtémpərd
goodwill	gúdwíl
goods	gudz
gurdwara	guərdwάʒrə
gourmet	gúərmei
gourmand	gúərmənd
gourmandism	gúərməndìzm
gourmandise	gúərməndìʒz
gook	guk
gulag	gúlæg
goon	gun
gusty	gústi
goo	guʒ
gout	guʒ
goober	gúʒbər
goof	guʒf
goof	guʒf
goof	guʒf
goofy	gúʒfi
goofyfoot	gúʒfifùt
googly	gúʒgli
googol	gúʒgɔl
googoo	gúʒgùʒ
gooey	gúʒi
geoduck	gúʒidλk
ghoul	guʒl
goulash	gúʒlaʒ∫
gulden	gúʒldən
ghoulish	gúʒli∫
gombah	guʒmbάʒ
goony	gúʒni
gounod	gúʒnou
gourami	guʒrάʒmi
goose	guʒs
goosefoot	guʒsfút
goosegog	guʒsgάg
gooseherd	guʒshə́ʒrd
goosey	gúʒsi
gossipmonger	guʒsmλŋgər
gooseneck	guʒsnék
gooseskin	guʒsskin
gutenberg	gúʒtənbə̀ʒrg
gush	gʌ∫
guff	gʌf
guffaw	gʌfɔ́ʒ
guck	gʌk
gull	gʌl
gull	gʌl
gulf	gʌlf
gulp	gʌlp
gulp	gʌlp
gulper	gʌlpær
gulch	gʌlt∫
gum	gʌm
gum	gʌm
gum	gʌm
gum	gʌm
gun	gʌn
gunned	gʌnd
gunk	gʌŋk
gup	gʌp
gus	gʌs
gust	gʌst
gustation	gʌstéi∫ən
gustative	gʌstətiv
ghaut	gʌt
gut	gʌt
gut	gʌt
guarnerius	gwaərníəriəs
gwine	gwain
guayule	gwaʒjúʒli
guam	gwaʒm
guarani	gwàʒrəníʒ
guatemala	gwàʒtəmάʒlə
guatemalan	gwàʒtəmάʒlən
guelf	gwelf
guelph	gwelf
gwne	gwen
guenevere	gwénəvìər
gwnet	gwent
gwynedd	gwínəʒ
guaiacol	gwάiəjəm
guano	gwάnou
guava	gwάvə
gouache	gwάʒ∫
guacamole	gwάʒkəmòuli
guaco	gwάʒkou
guanaco	gwάʒkou
guana	gwάʒnə
guanosine	gwάʒnəsìʒnʒ
guanine	gwάʒnou
guanethidine	gwάʒnʒéθidìʒnʒ
guacharo	gwάʒt∫ətòu
guadalcanal	gwάʒʒtdelkəæ̀l
gaolbird	gʒéilbə̀ʒrd
gaoler	gʒéilər
gelid	gʒélid
gelignite	gʒélignàit
generalcy	gʒénərəlsi
gelatinize	gʒəlǽtənàiz
gelidity	gʒəlídəti
ganappe	gʒənǽp
gelation	gʒiléi∫ən
gillian	gʒíliən
geewo	gʒíwóu
gb	gʒìʒbíʒ
geegee	gʒíʒdʒìʒ
geolinguistics	gʒíʒouliŋgqìstiks
gennedup	gʒʒéndλp
gobble	gάbəl
gobelin	gάbəlin
gobbet	gάbit
gobbler	gάblər
goblin	gάblin
goblet	gάblit
gobstopper	gάbstàpər
godship	gάd∫ìp
godbox	gάdbàks
goddess	gάdis
godlike	gάdlàik
godly	gάdli
godliness	gάdlinis
godless	gάdlis
godparent	gάdpɛərənt
godward	gάdwərd
godwards	gάdwərdz
godwin	gάdwin
godwit	gάdwit
garbo	gάəbou
garboard	gάərbɔ̀d
gardant	gάərdnt
gardenvariety	gάərdnvəràiəti
garderobe	gάərdròub
garfield	gάərfiʒld
garget	gάərgit
gargety	gάərgiti
targeting	gάərgitiŋ
gargolism	gάərgɔilìzm
garlicky	gάərliki
garnisher	gάərni∫ər
garpike	gάərpàik
garveyism	gάərviìzm
gauffer	gάfər
goffering	gάfəriŋ
goggle	gάgəl
goggle	gάgəl
gogglebox	gάglbàks
goggledive	gάgldàiv
goggler	gάglər
goglet	gάglit
goggleeyed	gάglάid
guideboard	gάidbɔ́ərd
guidebook	gάidbùk
guisable	gάidəbl
guider	gάidər
guided	gάidid
guideless	gάidlàin
guideline	gάidlis
guidon	gάidn
guidance	gάidns
guidepost	gάidpòust
guideway	gάidwèi
geigers	gάigərz
gigo	gάigou
gynarchy	gάinaərki
gynophore	gάinəfɔ̀ər
gyniatrics	gάiniǽtriks
gyneceum	gάinisíʒəm
geyser	gάizər
geyserite	gάizəràit
golgotha	gάlgəθə
golly	gάli
golliwog	gάliwàŋ
gondola	gάndələ
ghana	gάnə
ganef	gάnəf
gonophore	gάnəfɔ́r
gonococcus	gάnəkàkəs
gonocyte	gάnəsaìt
gonfalon	gάnfələn
gonsil	gάnsil
goozo	gάnzou
gossamer	gάsəmər
goshawk	gάshɔ̀ʒk
gossip	gάsip
gossipy	gάsipi
gossiping	gάsipiŋ
gossipry	gάsipri
gospel	gάspəl
gospeler	gάspəlr
gosport	gάspɔ̀ʒrt
gotta	gάtə
gotten	gάtə
gotham	gάtəm
gothamite	gάtəmάit
gouda	gάudə
gownan	gάuən
gaucho	gάut∫ou
gautama	gάutəmə
gosling	gάzliŋ
gaga	gάʒgàʒ
garble	gάʒrbəl
garbage	gάʒrbidʒ
guardsman	gάʒrd∫íp
guarder	gάʒrdər
guardhouse	gάʒrdhàus
guarded	gάʒrdid
guardian	gάʒrdiən
garden	gάʒrdn
guardrail	gάʒrdrèil
guardroom	gάʒrdrum
guardship	gάʒrdrùʒm
garfish	gάʒrfi∫
gargle	gάʒrgəl
gargoyle	gάʒrgɔil
garland	gάʒrlənd
garlic	gάʒrlik
garment	gάʒrmənt
garner	gάʒrnər
garnish	gάʒrni∫
garnet	gάʒrnit
garniture	gάʒrnit∫ər
garter	gάʒrtər
gamba	gάʒʒmbə
ganja	gάʒʒmdʒə
gahnite	gάʒʒnait
guardianship	gάʒʒrdiʌn∫ìp
guardless	gάʒʒrdlis
gaza	gάʒʒzə
gazi	gάʒʒzi
ghazi	gάʒʒzi
gothicism	gάθəsìm
gothicize	gάθəsìz
gothic	gάθik
gothick	gάθik
gothically	gάθikəli
gothickry	gάθikri
garefowl	gέərfàul
garish	gέəri∫
gusher	gλ∫ər
gushing	gλ∫iŋ
guabbins	gλbinz
gudgeon	gλdʒən
gullah	gλlə
gullibility	gλləbìləti
gullerry	gλləri
gullwing	gλləwiŋ
gulfweed	gλlfwìʒd
gully	gλli
gullish	gλli∫
gullydrain	gλlidrèin
gullyhole	gλliòul
gullet	gλlit
gullytrap	gλlitræ̀p
gulpingiy	gλlpiŋli
gummite	gλmait
gumbo	gλmbou
gumboil	gλmbɔ́il
gumma	gλmə
gummous	gλməs
gummatous	gλmətəs
gummy	gλmi
gumming	gλmiŋ
gumption	gλmp∫ən
gunshy	gλn∫à
gunshot	gλn∫àt
gunter	gλn∫ər
gunship	gλn∫ìp
gunsight	gλn∫sάit
gunboat	gλnbòut
gundeck	gλndèk
gundog	gλndɔ̀ʒg
gundown	gλndάun
gunner	gλnər
gunfire	gλnfàiər
bunfight	gλnfàit
gunfight	gλnfàit
gunfint	gλnflint
gunny	gλni
gunning	gλniŋ
gunnysack	gλnisæ̀k
gunyah	gλnjə
guncotton	gλnkàtn
gunnel	gλnl
gunwale	gλnl
gunlock	gλnlàk
gunlayer	gλnlèiər
gunman	gλnmən
gunpowder	gλnpàudər
gunport	gλnpɔ̀ərt
gunpoint	gλnpɔ̀int
gunpower	gλnpάuər
gunrunner	gλnrλnər
gunrunning	gλnrλniŋ
gunsel	gλnsəl
gunslinger	gλnslìŋər
gunsmith	gλnsmìθ
gunter	gλntʌr
gunsbeforebutter	gλnzbifɔ́ərbλtər
gunsandbutter	gλnzəndbλtər
gunharpoon	gλŋhaərpùʒnʒ
gunhouse	gλŋhàus
guppy	gλpi
gussey	gλsi
gusset	gλsit
gustatory	gλstətɔ̀ʒri
gusty	gλsti
gusto	gλstou
gutbucket	gλtbλkit
guttation	gλtei∫ʌn
guttate	gλteit
gutta	gλtə
gutta	gλtə
guttiform	gλtəfɔ̀ərm
guttapercha	gλtəpə́ʒrt∫ə
gutter	gλtər
gutter	gλtər
guttural	gλtərəl
gutturalize	gλtərəlàiz
guttering	gλtəri∫
gutterman	gλtərmən
guttersnipe	gλtərsnàip
gutfighter	gλtfàitər
gutty	gλti
guttle	gλtl
gutless	gλtlis
gusty	gλtsi
govern	gλvərn
governable	gλvərnbəl
governance	gλvərnəns
governor	gλvərnər
